,time_period,disease_cases,population,location
3,2023W19,3.0,445562,c4HrGRJoarj
4,2023W20,4.0,445562,c4HrGRJoarj
5,2023W21,1.0,445562,c4HrGRJoarj
6,2023W22,9.0,445562,c4HrGRJoarj
7,2023W23,1.0,445562,c4HrGRJoarj
8,2023W24,4.0,445562,c4HrGRJoarj
9,2023W25,9.0,445562,c4HrGRJoarj
10,2023W26,5.0,445562,c4HrGRJoarj
11,2023W27,,445562,c4HrGRJoarj
12,2023W28,13.0,445562,c4HrGRJoarj
13,2023W29,16.0,445562,c4HrGRJoarj
14,2023W30,18.0,445562,c4HrGRJoarj
15,2023W31,,445562,c4HrGRJoarj
16,2023W32,,445562,c4HrGRJoarj
17,2023W33,,445562,c4HrGRJoarj
18,2023W34,,445562,c4HrGRJoarj
19,2023W35,,445562,c4HrGRJoarj
20,2023W36,,445562,c4HrGRJoarj
21,2023W37,,445562,c4HrGRJoarj
22,2023W38,,445562,c4HrGRJoarj
23,2023W39,,445562,c4HrGRJoarj
24,2023W40,1.0,445562,c4HrGRJoarj
25,2023W41,,445562,c4HrGRJoarj
26,2023W42,,445562,c4HrGRJoarj
27,2023W43,1.0,445562,c4HrGRJoarj
28,2023W44,19.0,445562,c4HrGRJoarj
29,2023W45,13.0,445562,c4HrGRJoarj
30,2023W46,27.0,445562,c4HrGRJoarj
31,2023W47,10.0,445562,c4HrGRJoarj
32,2023W48,33.0,445562,c4HrGRJoarj
33,2023W49,17.0,445562,c4HrGRJoarj
34,2023W50,23.0,445562,c4HrGRJoarj
35,2023W51,30.0,445562,c4HrGRJoarj
36,2023W52,29.0,445562,c4HrGRJoarj
37,2024W1,31.0,445562,c4HrGRJoarj
38,2024W2,23.0,445562,c4HrGRJoarj
39,2024W3,29.0,445562,c4HrGRJoarj
40,2024W4,35.0,445562,c4HrGRJoarj
41,2024W5,45.0,445562,c4HrGRJoarj
42,2024W6,25.0,445562,c4HrGRJoarj
43,2024W7,43.0,445562,c4HrGRJoarj
44,2024W8,37.0,445562,c4HrGRJoarj
45,2024W9,36.0,445562,c4HrGRJoarj
46,2024W10,42.0,445562,c4HrGRJoarj
47,2024W11,42.0,445562,c4HrGRJoarj
48,2024W12,16.0,445562,c4HrGRJoarj
49,2024W13,40.0,445562,c4HrGRJoarj
50,2024W14,37.0,445562,c4HrGRJoarj
51,2024W15,33.0,445562,c4HrGRJoarj
0,2023W17,6.0,134283,dOhqCNenSjS
1,2023W18,6.0,134283,dOhqCNenSjS
2,2023W19,,134283,dOhqCNenSjS
3,2023W20,4.0,134283,dOhqCNenSjS
4,2023W21,4.0,134283,dOhqCNenSjS
5,2023W22,9.0,134283,dOhqCNenSjS
6,2023W23,4.0,134283,dOhqCNenSjS
7,2023W24,4.0,134283,dOhqCNenSjS
8,2023W25,2.0,134283,dOhqCNenSjS
9,2023W26,3.0,134283,dOhqCNenSjS
10,2023W27,2.0,134283,dOhqCNenSjS
11,2023W28,1.0,134283,dOhqCNenSjS
12,2023W29,1.0,134283,dOhqCNenSjS
13,2023W30,2.0,134283,dOhqCNenSjS
14,2023W31,,134283,dOhqCNenSjS
15,2023W32,,134283,dOhqCNenSjS
16,2023W33,2.0,134283,dOhqCNenSjS
17,2023W34,,134283,dOhqCNenSjS
18,2023W35,,134283,dOhqCNenSjS
19,2023W36,1.0,134283,dOhqCNenSjS
20,2023W37,,134283,dOhqCNenSjS
21,2023W38,,134283,dOhqCNenSjS
22,2023W39,,134283,dOhqCNenSjS
23,2023W40,,134283,dOhqCNenSjS
24,2023W41,1.0,134283,dOhqCNenSjS
25,2023W42,,134283,dOhqCNenSjS
26,2023W43,1.0,134283,dOhqCNenSjS
27,2023W44,13.0,134283,dOhqCNenSjS
28,2023W45,15.0,134283,dOhqCNenSjS
29,2023W46,17.0,134283,dOhqCNenSjS
30,2023W47,10.0,134283,dOhqCNenSjS
31,2023W48,5.0,134283,dOhqCNenSjS
32,2023W49,4.0,134283,dOhqCNenSjS
33,2023W50,1.0,134283,dOhqCNenSjS
34,2023W51,6.0,134283,dOhqCNenSjS
35,2023W52,10.0,134283,dOhqCNenSjS
36,2024W1,17.0,134283,dOhqCNenSjS
37,2024W2,18.0,134283,dOhqCNenSjS
38,2024W3,19.0,134283,dOhqCNenSjS
39,2024W4,16.0,134283,dOhqCNenSjS
40,2024W5,17.0,134283,dOhqCNenSjS
41,2024W6,13.0,134283,dOhqCNenSjS
42,2024W7,13.0,134283,dOhqCNenSjS
43,2024W8,8.0,134283,dOhqCNenSjS
44,2024W9,7.0,134283,dOhqCNenSjS
45,2024W10,6.0,134283,dOhqCNenSjS
46,2024W11,9.0,134283,dOhqCNenSjS
47,2024W12,9.0,134283,dOhqCNenSjS
48,2024W13,16.0,134283,dOhqCNenSjS
49,2024W14,28.0,134283,dOhqCNenSjS
50,2024W15,33.0,134283,dOhqCNenSjS
0,2023W16,3.0,166008,hRQsZhmvqgS
1,2023W17,16.0,166008,hRQsZhmvqgS
2,2023W18,3.0,166008,hRQsZhmvqgS
3,2023W19,4.0,166008,hRQsZhmvqgS
4,2023W20,6.0,166008,hRQsZhmvqgS
5,2023W21,8.0,166008,hRQsZhmvqgS
6,2023W22,4.0,166008,hRQsZhmvqgS
7,2023W23,2.0,166008,hRQsZhmvqgS
8,2023W24,6.0,166008,hRQsZhmvqgS
9,2023W25,11.0,166008,hRQsZhmvqgS
10,2023W26,6.0,166008,hRQsZhmvqgS
11,2023W27,4.0,166008,hRQsZhmvqgS
12,2023W28,3.0,166008,hRQsZhmvqgS
13,2023W29,1.0,166008,hRQsZhmvqgS
14,2023W30,3.0,166008,hRQsZhmvqgS
15,2023W31,10.0,166008,hRQsZhmvqgS
16,2023W32,5.0,166008,hRQsZhmvqgS
17,2023W33,7.0,166008,hRQsZhmvqgS
18,2023W34,3.0,166008,hRQsZhmvqgS
19,2023W35,9.0,166008,hRQsZhmvqgS
20,2023W36,,166008,hRQsZhmvqgS
21,2023W37,,166008,hRQsZhmvqgS
22,2023W38,1.0,166008,hRQsZhmvqgS
23,2023W39,4.0,166008,hRQsZhmvqgS
24,2023W40,5.0,166008,hRQsZhmvqgS
25,2023W41,,166008,hRQsZhmvqgS
26,2023W42,,166008,hRQsZhmvqgS
27,2023W43,8.0,166008,hRQsZhmvqgS
28,2023W44,8.0,166008,hRQsZhmvqgS
29,2023W45,8.0,166008,hRQsZhmvqgS
30,2023W46,13.0,166008,hRQsZhmvqgS
31,2023W47,12.0,166008,hRQsZhmvqgS
32,2023W48,14.0,166008,hRQsZhmvqgS
33,2023W49,10.0,166008,hRQsZhmvqgS
34,2023W50,5.0,166008,hRQsZhmvqgS
35,2023W51,6.0,166008,hRQsZhmvqgS
36,2023W52,18.0,166008,hRQsZhmvqgS
37,2024W1,20.0,166008,hRQsZhmvqgS
38,2024W2,2.0,166008,hRQsZhmvqgS
39,2024W3,8.0,166008,hRQsZhmvqgS
40,2024W4,9.0,166008,hRQsZhmvqgS
41,2024W5,19.0,166008,hRQsZhmvqgS
42,2024W6,16.0,166008,hRQsZhmvqgS
43,2024W7,24.0,166008,hRQsZhmvqgS
44,2024W8,17.0,166008,hRQsZhmvqgS
45,2024W9,13.0,166008,hRQsZhmvqgS
46,2024W10,15.0,166008,hRQsZhmvqgS
47,2024W11,5.0,166008,hRQsZhmvqgS
48,2024W12,13.0,166008,hRQsZhmvqgS
49,2024W13,21.0,166008,hRQsZhmvqgS
50,2024W14,15.0,166008,hRQsZhmvqgS
51,2024W15,19.0,166008,hRQsZhmvqgS
0,2023W44,66,315193,hdeC7uX9Cko
1,2023W45,48,315193,hdeC7uX9Cko
2,2023W46,42,315193,hdeC7uX9Cko
3,2023W47,46,315193,hdeC7uX9Cko
4,2023W48,54,315193,hdeC7uX9Cko
5,2023W49,70,315193,hdeC7uX9Cko
6,2023W50,76,315193,hdeC7uX9Cko
7,2023W51,68,315193,hdeC7uX9Cko
8,2023W52,66,315193,hdeC7uX9Cko
9,2024W1,92,315193,hdeC7uX9Cko
10,2024W2,94,315193,hdeC7uX9Cko
11,2024W3,79,315193,hdeC7uX9Cko
12,2024W4,92,315193,hdeC7uX9Cko
13,2024W5,75,315193,hdeC7uX9Cko
14,2024W6,62,315193,hdeC7uX9Cko
15,2024W7,77,315193,hdeC7uX9Cko
16,2024W8,100,315193,hdeC7uX9Cko
17,2024W9,101,315193,hdeC7uX9Cko
18,2024W10,66,315193,hdeC7uX9Cko
19,2024W11,95,315193,hdeC7uX9Cko
20,2024W12,75,315193,hdeC7uX9Cko
21,2024W13,75,315193,hdeC7uX9Cko
22,2024W14,87,315193,hdeC7uX9Cko
23,2024W15,61,315193,hdeC7uX9Cko
0,2023W16,21.0,1101857,pFCZqWnXtoU
1,2023W17,38.0,1101857,pFCZqWnXtoU
2,2023W18,68.0,1101857,pFCZqWnXtoU
3,2023W19,44.0,1101857,pFCZqWnXtoU
4,2023W20,25.0,1101857,pFCZqWnXtoU
5,2023W21,22.0,1101857,pFCZqWnXtoU
6,2023W22,41.0,1101857,pFCZqWnXtoU
7,2023W23,46.0,1101857,pFCZqWnXtoU
8,2023W24,31.0,1101857,pFCZqWnXtoU
9,2023W25,34.0,1101857,pFCZqWnXtoU
10,2023W26,34.0,1101857,pFCZqWnXtoU
11,2023W27,38.0,1101857,pFCZqWnXtoU
12,2023W28,20.0,1101857,pFCZqWnXtoU
13,2023W29,9.0,1101857,pFCZqWnXtoU
14,2023W30,5.0,1101857,pFCZqWnXtoU
15,2023W31,1.0,1101857,pFCZqWnXtoU
16,2023W32,2.0,1101857,pFCZqWnXtoU
17,2023W33,3.0,1101857,pFCZqWnXtoU
18,2023W34,2.0,1101857,pFCZqWnXtoU
19,2023W35,1.0,1101857,pFCZqWnXtoU
20,2023W36,2.0,1101857,pFCZqWnXtoU
21,2023W37,,1101857,pFCZqWnXtoU
22,2023W38,,1101857,pFCZqWnXtoU
23,2023W39,,1101857,pFCZqWnXtoU
24,2023W40,,1101857,pFCZqWnXtoU
25,2023W41,,1101857,pFCZqWnXtoU
26,2023W42,,1101857,pFCZqWnXtoU
27,2023W43,,1101857,pFCZqWnXtoU
28,2023W44,34.0,1101857,pFCZqWnXtoU
29,2023W45,41.0,1101857,pFCZqWnXtoU
30,2023W46,50.0,1101857,pFCZqWnXtoU
31,2023W47,35.0,1101857,pFCZqWnXtoU
32,2023W48,30.0,1101857,pFCZqWnXtoU
33,2023W49,31.0,1101857,pFCZqWnXtoU
34,2023W50,36.0,1101857,pFCZqWnXtoU
35,2023W51,40.0,1101857,pFCZqWnXtoU
36,2023W52,48.0,1101857,pFCZqWnXtoU
37,2024W1,35.0,1101857,pFCZqWnXtoU
38,2024W2,53.0,1101857,pFCZqWnXtoU
39,2024W3,48.0,1101857,pFCZqWnXtoU
40,2024W4,41.0,1101857,pFCZqWnXtoU
41,2024W5,40.0,1101857,pFCZqWnXtoU
42,2024W6,26.0,1101857,pFCZqWnXtoU
43,2024W7,48.0,1101857,pFCZqWnXtoU
44,2024W8,43.0,1101857,pFCZqWnXtoU
45,2024W9,59.0,1101857,pFCZqWnXtoU
46,2024W10,52.0,1101857,pFCZqWnXtoU
47,2024W11,39.0,1101857,pFCZqWnXtoU
48,2024W12,43.0,1101857,pFCZqWnXtoU
49,2024W13,35.0,1101857,pFCZqWnXtoU
50,2024W14,33.0,1101857,pFCZqWnXtoU
51,2024W15,40.0,1101857,pFCZqWnXtoU
0,2023W16,17.0,473631,quFXhkOJGB4
1,2023W17,26.0,473631,quFXhkOJGB4
2,2023W18,20.0,473631,quFXhkOJGB4
3,2023W19,27.0,473631,quFXhkOJGB4
4,2023W20,26.0,473631,quFXhkOJGB4
5,2023W21,15.0,473631,quFXhkOJGB4
6,2023W22,7.0,473631,quFXhkOJGB4
7,2023W23,12.0,473631,quFXhkOJGB4
8,2023W24,9.0,473631,quFXhkOJGB4
9,2023W25,5.0,473631,quFXhkOJGB4
10,2023W26,10.0,473631,quFXhkOJGB4
11,2023W27,9.0,473631,quFXhkOJGB4
12,2023W28,11.0,473631,quFXhkOJGB4
13,2023W29,9.0,473631,quFXhkOJGB4
14,2023W30,5.0,473631,quFXhkOJGB4
15,2023W31,7.0,473631,quFXhkOJGB4
16,2023W32,1.0,473631,quFXhkOJGB4
17,2023W33,5.0,473631,quFXhkOJGB4
18,2023W34,1.0,473631,quFXhkOJGB4
19,2023W35,1.0,473631,quFXhkOJGB4
20,2023W36,1.0,473631,quFXhkOJGB4
21,2023W37,3.0,473631,quFXhkOJGB4
22,2023W38,3.0,473631,quFXhkOJGB4
23,2023W39,6.0,473631,quFXhkOJGB4
24,2023W40,2.0,473631,quFXhkOJGB4
25,2023W41,5.0,473631,quFXhkOJGB4
26,2023W42,4.0,473631,quFXhkOJGB4
27,2023W43,,473631,quFXhkOJGB4
28,2023W44,31.0,473631,quFXhkOJGB4
29,2023W45,41.0,473631,quFXhkOJGB4
30,2023W46,26.0,473631,quFXhkOJGB4
31,2023W47,19.0,473631,quFXhkOJGB4
32,2023W48,21.0,473631,quFXhkOJGB4
33,2023W49,23.0,473631,quFXhkOJGB4
34,2023W50,30.0,473631,quFXhkOJGB4
35,2023W51,15.0,473631,quFXhkOJGB4
36,2023W52,19.0,473631,quFXhkOJGB4
37,2024W1,22.0,473631,quFXhkOJGB4
38,2024W2,16.0,473631,quFXhkOJGB4
39,2024W3,15.0,473631,quFXhkOJGB4
40,2024W4,19.0,473631,quFXhkOJGB4
41,2024W5,8.0,473631,quFXhkOJGB4
42,2024W6,21.0,473631,quFXhkOJGB4
43,2024W7,24.0,473631,quFXhkOJGB4
44,2024W8,14.0,473631,quFXhkOJGB4
45,2024W9,17.0,473631,quFXhkOJGB4
46,2024W10,24.0,473631,quFXhkOJGB4
47,2024W11,22.0,473631,quFXhkOJGB4
48,2024W12,24.0,473631,quFXhkOJGB4
49,2024W13,17.0,473631,quFXhkOJGB4
50,2024W14,20.0,473631,quFXhkOJGB4
51,2024W15,14.0,473631,quFXhkOJGB4
0,2023W21,1.0,355786,rO2RVJWHpCe
1,2023W22,1.0,355786,rO2RVJWHpCe
2,2023W23,3.0,355786,rO2RVJWHpCe
3,2023W24,2.0,355786,rO2RVJWHpCe
4,2023W25,,355786,rO2RVJWHpCe
5,2023W26,,355786,rO2RVJWHpCe
6,2023W27,,355786,rO2RVJWHpCe
7,2023W28,9.0,355786,rO2RVJWHpCe
8,2023W29,3.0,355786,rO2RVJWHpCe
9,2023W30,2.0,355786,rO2RVJWHpCe
10,2023W31,5.0,355786,rO2RVJWHpCe
11,2023W32,3.0,355786,rO2RVJWHpCe
12,2023W33,2.0,355786,rO2RVJWHpCe
13,2023W34,2.0,355786,rO2RVJWHpCe
14,2023W35,3.0,355786,rO2RVJWHpCe
15,2023W36,1.0,355786,rO2RVJWHpCe
16,2023W37,,355786,rO2RVJWHpCe
17,2023W38,5.0,355786,rO2RVJWHpCe
18,2023W39,,355786,rO2RVJWHpCe
19,2023W40,,355786,rO2RVJWHpCe
20,2023W41,,355786,rO2RVJWHpCe
21,2023W42,1.0,355786,rO2RVJWHpCe
22,2023W43,,355786,rO2RVJWHpCe
23,2023W44,53.0,355786,rO2RVJWHpCe
24,2023W45,39.0,355786,rO2RVJWHpCe
25,2023W46,44.0,355786,rO2RVJWHpCe
26,2023W47,29.0,355786,rO2RVJWHpCe
27,2023W48,44.0,355786,rO2RVJWHpCe
28,2023W49,57.0,355786,rO2RVJWHpCe
29,2023W50,38.0,355786,rO2RVJWHpCe
30,2023W51,38.0,355786,rO2RVJWHpCe
31,2023W52,46.0,355786,rO2RVJWHpCe
32,2024W1,37.0,355786,rO2RVJWHpCe
33,2024W2,39.0,355786,rO2RVJWHpCe
34,2024W3,41.0,355786,rO2RVJWHpCe
35,2024W4,21.0,355786,rO2RVJWHpCe
36,2024W5,19.0,355786,rO2RVJWHpCe
37,2024W6,30.0,355786,rO2RVJWHpCe
38,2024W7,32.0,355786,rO2RVJWHpCe
39,2024W8,23.0,355786,rO2RVJWHpCe
40,2024W9,26.0,355786,rO2RVJWHpCe
41,2024W10,40.0,355786,rO2RVJWHpCe
42,2024W11,44.0,355786,rO2RVJWHpCe
43,2024W12,33.0,355786,rO2RVJWHpCe
44,2024W13,36.0,355786,rO2RVJWHpCe
45,2024W14,19.0,355786,rO2RVJWHpCe
46,2024W15,27.0,355786,rO2RVJWHpCe
0,2023W17,1.0,771704,sv6c7CpPcrc
1,2023W18,1.0,771704,sv6c7CpPcrc
2,2023W19,1.0,771704,sv6c7CpPcrc
3,2023W20,2.0,771704,sv6c7CpPcrc
4,2023W21,1.0,771704,sv6c7CpPcrc
5,2023W22,,771704,sv6c7CpPcrc
6,2023W23,,771704,sv6c7CpPcrc
7,2023W24,,771704,sv6c7CpPcrc
8,2023W25,,771704,sv6c7CpPcrc
9,2023W26,1.0,771704,sv6c7CpPcrc
10,2023W27,4.0,771704,sv6c7CpPcrc
11,2023W28,3.0,771704,sv6c7CpPcrc
12,2023W29,4.0,771704,sv6c7CpPcrc
13,2023W30,,771704,sv6c7CpPcrc
14,2023W31,1.0,771704,sv6c7CpPcrc
15,2023W32,,771704,sv6c7CpPcrc
16,2023W33,1.0,771704,sv6c7CpPcrc
17,2023W34,4.0,771704,sv6c7CpPcrc
18,2023W35,1.0,771704,sv6c7CpPcrc
19,2023W36,,771704,sv6c7CpPcrc
20,2023W37,1.0,771704,sv6c7CpPcrc
21,2023W38,1.0,771704,sv6c7CpPcrc
22,2023W39,,771704,sv6c7CpPcrc
23,2023W40,,771704,sv6c7CpPcrc
24,2023W41,,771704,sv6c7CpPcrc
25,2023W42,,771704,sv6c7CpPcrc
26,2023W43,,771704,sv6c7CpPcrc
27,2023W44,41.0,771704,sv6c7CpPcrc
28,2023W45,48.0,771704,sv6c7CpPcrc
29,2023W46,42.0,771704,sv6c7CpPcrc
30,2023W47,37.0,771704,sv6c7CpPcrc
31,2023W48,30.0,771704,sv6c7CpPcrc
32,2023W49,31.0,771704,sv6c7CpPcrc
33,2023W50,41.0,771704,sv6c7CpPcrc
34,2023W51,40.0,771704,sv6c7CpPcrc
35,2023W52,36.0,771704,sv6c7CpPcrc
36,2024W1,32.0,771704,sv6c7CpPcrc
37,2024W2,41.0,771704,sv6c7CpPcrc
38,2024W3,35.0,771704,sv6c7CpPcrc
39,2024W4,25.0,771704,sv6c7CpPcrc
40,2024W5,29.0,771704,sv6c7CpPcrc
41,2024W6,18.0,771704,sv6c7CpPcrc
42,2024W7,39.0,771704,sv6c7CpPcrc
43,2024W8,20.0,771704,sv6c7CpPcrc
44,2024W9,13.0,771704,sv6c7CpPcrc
45,2024W10,21.0,771704,sv6c7CpPcrc
46,2024W11,21.0,771704,sv6c7CpPcrc
47,2024W12,12.0,771704,sv6c7CpPcrc
48,2024W13,18.0,771704,sv6c7CpPcrc
49,2024W14,7.0,771704,sv6c7CpPcrc
50,2024W15,18.0,771704,sv6c7CpPcrc
0,2023W16,4.0,325625,vBWtCmNNnCG
1,2023W17,7.0,325625,vBWtCmNNnCG
2,2023W18,20.0,325625,vBWtCmNNnCG
3,2023W19,24.0,325625,vBWtCmNNnCG
4,2023W20,24.0,325625,vBWtCmNNnCG
5,2023W21,18.0,325625,vBWtCmNNnCG
6,2023W22,15.0,325625,vBWtCmNNnCG
7,2023W23,26.0,325625,vBWtCmNNnCG
8,2023W24,20.0,325625,vBWtCmNNnCG
9,2023W25,12.0,325625,vBWtCmNNnCG
10,2023W26,18.0,325625,vBWtCmNNnCG
11,2023W27,10.0,325625,vBWtCmNNnCG
12,2023W28,28.0,325625,vBWtCmNNnCG
13,2023W29,17.0,325625,vBWtCmNNnCG
14,2023W30,22.0,325625,vBWtCmNNnCG
15,2023W31,38.0,325625,vBWtCmNNnCG
16,2023W32,22.0,325625,vBWtCmNNnCG
17,2023W33,17.0,325625,vBWtCmNNnCG
18,2023W34,7.0,325625,vBWtCmNNnCG
19,2023W35,15.0,325625,vBWtCmNNnCG
20,2023W36,15.0,325625,vBWtCmNNnCG
21,2023W37,,325625,vBWtCmNNnCG
22,2023W38,2.0,325625,vBWtCmNNnCG
23,2023W39,4.0,325625,vBWtCmNNnCG
24,2023W40,1.0,325625,vBWtCmNNnCG
25,2023W41,1.0,325625,vBWtCmNNnCG
26,2023W42,1.0,325625,vBWtCmNNnCG
27,2023W43,,325625,vBWtCmNNnCG
28,2023W44,49.0,325625,vBWtCmNNnCG
29,2023W45,43.0,325625,vBWtCmNNnCG
30,2023W46,25.0,325625,vBWtCmNNnCG
31,2023W47,19.0,325625,vBWtCmNNnCG
32,2023W48,30.0,325625,vBWtCmNNnCG
33,2023W49,33.0,325625,vBWtCmNNnCG
34,2023W50,52.0,325625,vBWtCmNNnCG
35,2023W51,48.0,325625,vBWtCmNNnCG
36,2023W52,52.0,325625,vBWtCmNNnCG
37,2024W1,35.0,325625,vBWtCmNNnCG
38,2024W2,33.0,325625,vBWtCmNNnCG
39,2024W3,43.0,325625,vBWtCmNNnCG
40,2024W4,42.0,325625,vBWtCmNNnCG
41,2024W5,50.0,325625,vBWtCmNNnCG
42,2024W6,30.0,325625,vBWtCmNNnCG
43,2024W7,33.0,325625,vBWtCmNNnCG
44,2024W8,57.0,325625,vBWtCmNNnCG
45,2024W9,44.0,325625,vBWtCmNNnCG
46,2024W10,56.0,325625,vBWtCmNNnCG
47,2024W11,44.0,325625,vBWtCmNNnCG
48,2024W12,40.0,325625,vBWtCmNNnCG
49,2024W13,43.0,325625,vBWtCmNNnCG
50,2024W14,40.0,325625,vBWtCmNNnCG
51,2024W15,50.0,325625,vBWtCmNNnCG
