"province_name","location","year","week","disease_cases","weekly_diarrhea_cases","population","rainfall","mean_temperature","max_temperature","min_temperature","rainsum_std"
"01 Vientiane Capital",1,2021,1,6,151,968996,0,21.1833333333333,27.7,14.65,-0.66477514015161
"01 Vientiane Capital",1,2021,2,11,226,968996,0,20.4428571428571,25.4714285714286,15.4,-0.66477514015161
"01 Vientiane Capital",1,2021,3,8,211,968996,0,21.6285714285714,27.6285714285714,15.6142857142857,-0.66477514015161
"01 Vientiane Capital",1,2021,4,6,225,968996,0,24.4285714285714,31.4571428571429,17.3571428571429,-0.66477514015161
"01 Vientiane Capital",1,2021,5,1,210,968996,0,24.7571428571429,30.3714285714286,19.1142857142857,-0.66477514015161
"01 Vientiane Capital",1,2021,6,1,230,968996,19.8,24.5571428571429,30.4714285714286,18.6285714285714,-0.210352146725207
"01 Vientiane Capital",1,2021,7,3,221,968996,0,25.0428571428571,30.8857142857143,19.1571428571429,-0.66477514015161
"01 Vientiane Capital",1,2021,8,2,340,968996,0,25.6428571428571,31.6142857142857,19.6428571428571,-0.66477514015161
"01 Vientiane Capital",1,2021,9,4,271,968996,0,28.4714285714286,34.3714285714286,22.5428571428571,-0.66477514015161
"01 Vientiane Capital",1,2021,10,1,254,968996,19.9,28.1428571428571,33.4857142857143,22.7857142857143,-0.208057081101841
"01 Vientiane Capital",1,2021,11,5,361,968996,0,28.8714285714286,33.5285714285714,24.1428571428571,-0.66477514015161
"01 Vientiane Capital",1,2021,12,6,251,968996,1.8,29.5285714285714,34.4857142857143,24.5,-0.623463958931028
"01 Vientiane Capital",1,2021,13,8,378,968996,0.8,30.4714285714286,36.1285714285714,24.7857142857143,-0.646414615164685
"01 Vientiane Capital",1,2021,14,5,326,968996,62.9,29.2142857142857,33.3428571428571,25.0571428571429,0.778821136945397
"01 Vientiane Capital",1,2021,15,3,251,968996,0,30.5,35.2571428571429,25.6857142857143,-0.66477514015161
"01 Vientiane Capital",1,2021,16,4,263,968996,43.3,29.2142857142857,33.1714285714286,25.2142857142857,0.328988274765726
"01 Vientiane Capital",1,2021,17,4,185,968996,47.1,30.6285714285714,35.0714285714286,26.1285714285714,0.416200768453621
"01 Vientiane Capital",1,2021,18,3,100,968996,36.9,29.0571428571429,33.4428571428571,24.6285714285714,0.182104074870323
"01 Vientiane Capital",1,2021,19,5,112,968996,0,30.9285714285714,35.8142857142857,25.9714285714286,-0.66477514015161
"01 Vientiane Capital",1,2021,20,2,112,968996,0.9,32.0428571428571,36.4428571428571,27.6142857142857,-0.644119549541319
"01 Vientiane Capital",1,2021,21,11,98,968996,8.7,31.3142857142857,35.6142857142857,26.9857142857143,-0.465104430918797
"01 Vientiane Capital",1,2021,22,8,140,968996,34.9,31.0428571428571,35.4142857142857,26.6142857142857,0.136202762403009
"01 Vientiane Capital",1,2021,23,10,123,968996,121.8,29.5142857142857,33.5714285714286,25.4142857142857,2.13061478910778
"01 Vientiane Capital",1,2021,24,10,105,968996,110.1,27.6,30.3142857142857,24.8142857142857,1.86209211117399
"01 Vientiane Capital",1,2021,25,12,117,968996,14.3,31.1714285714286,35.5285714285714,26.7714285714286,-0.336580756010319
"01 Vientiane Capital",1,2021,26,16,114,968996,98.1,29.5,33.2285714285714,25.7571428571429,1.58668423637011
"01 Vientiane Capital",1,2021,27,11,118,968996,70.7,30.3285714285714,34.0285714285714,26.6,0.95783625556792
"01 Vientiane Capital",1,2021,28,22,128,968996,63.8,29.4714285714286,33.3285714285714,25.6142857142857,0.799476727555688
"01 Vientiane Capital",1,2021,29,27,99,968996,25.9,29.5285714285714,32.9,26.1285714285714,-0.0703531436999011
"01 Vientiane Capital",1,2021,30,27,151,968996,42.4,28.7285714285714,31.6857142857143,25.7285714285714,0.308332684155435
"01 Vientiane Capital",1,2021,31,49,131,968996,5.3,30.4714285714286,34.1857142857143,26.6857142857143,-0.543136662113229
"01 Vientiane Capital",1,2021,32,31,111,968996,18.1,30.6571428571429,34.5714285714286,26.6714285714286,-0.249368262322424
"01 Vientiane Capital",1,2021,33,32,112,968996,73.4,28.9428571428571,32.2428571428571,25.6,1.01980302739879
"01 Vientiane Capital",1,2021,34,45,109,968996,124.1,30.1857142857143,34.9142857142857,25.4285714285714,2.18340129844519
"01 Vientiane Capital",1,2021,35,45,88,968996,81.7,28.9142857142857,32.4571428571429,25.3142857142857,1.21029347413814
"01 Vientiane Capital",1,2021,36,31,112,968996,8.1,28.2142857142857,31.4428571428571,24.9285714285714,-0.478874824658991
"01 Vientiane Capital",1,2021,37,22,106,968996,6.4,29.0285714285714,32.6285714285714,25.3714285714286,-0.517890940256207
"01 Vientiane Capital",1,2021,38,28,107,968996,19.8,28.6285714285714,32.4142857142857,24.8,-0.210352146725207
"01 Vientiane Capital",1,2021,39,24,44,968996,42,28.9857142857143,32.8285714285714,25.0571428571429,0.299152421661972
"01 Vientiane Capital",1,2021,40,33,37,968996,3.2,29.9285714285714,33.9714285714286,25.8428571428571,-0.591333040203909
"01 Vientiane Capital",1,2021,41,32,52,968996,40.5,29.6285714285714,33.7571428571429,25.4285714285714,0.264726437311487
"01 Vientiane Capital",1,2021,42,30,43,968996,25.5,27.2857142857143,30.5285714285714,24,-0.0795334061933639
"01 Vientiane Capital",1,2021,43,28,45,968996,8.4,27.1857142857143,31.1285714285714,23.1857142857143,-0.471989627788894
"01 Vientiane Capital",1,2021,44,31,50,968996,12.4,28.9142857142857,33.1142857142857,24.6571428571429,-0.380187002854267
"01 Vientiane Capital",1,2021,45,30,50,968996,0,28.4857142857143,33.2142857142857,23.7142857142857,-0.66477514015161
"01 Vientiane Capital",1,2021,46,32,50,968996,0,26.4428571428571,31.2,21.6714285714286,-0.66477514015161
"01 Vientiane Capital",1,2021,47,26,62,968996,0,27.7714285714286,32.8857142857143,22.6285714285714,-0.66477514015161
"01 Vientiane Capital",1,2021,48,24,62,968996,0,24.1142857142857,30.1,18.0571428571429,-0.66477514015161
"01 Vientiane Capital",1,2021,49,18,48,968996,0,21.7428571428571,28.1428571428571,15.3142857142857,-0.66477514015161
"01 Vientiane Capital",1,2021,50,10,28,968996,0,24.2142857142857,30.4142857142857,17.9714285714286,-0.66477514015161
"01 Vientiane Capital",1,2021,51,11,48,968996,0,23.4571428571429,29.5571428571429,17.3,-0.66477514015161
"01 Vientiane Capital",1,2021,52,10,64,968996,0,24.5285714285714,30.3857142857143,18.6142857142857,-0.66477514015161
"01 Vientiane Capital",1,2021,53,2,12,968996,0,25.25,30.5,20,-0.66477514015161
"01 Vientiane Capital",1,2022,1,10,80,989292,0,24.2666666666667,30.2166666666667,18.25,-0.66477514015161
"01 Vientiane Capital",1,2022,2,4,130,989292,0,25.3,31.3285714285714,19.2142857142857,-0.66477514015161
"01 Vientiane Capital",1,2022,3,4,136,989292,0,24.7285714285714,29.8857142857143,19.5285714285714,-0.66477514015161
"01 Vientiane Capital",1,2022,4,6,169,989292,8.2,24.2714285714286,29.2571428571429,19.2571428571429,-0.476579759035625
"01 Vientiane Capital",1,2022,5,6,263,989292,7.7,25.9285714285714,31.1142857142857,20.7142857142857,-0.488055087152453
"01 Vientiane Capital",1,2022,6,9,160,989292,0,25.1142857142857,30.3,19.8571428571429,-0.66477514015161
"01 Vientiane Capital",1,2022,7,4,65,989292,49.5,25.5714285714286,29.1857142857143,21.9428571428571,0.471282343414397
"01 Vientiane Capital",1,2022,8,5,44,989292,56.1,22.3428571428571,26.6142857142857,18.0285714285714,0.622756674556531
"01 Vientiane Capital",1,2022,9,12,206,989292,0,25,30.9714285714286,18.9714285714286,-0.66477514015161
"01 Vientiane Capital",1,2022,10,3,254,989292,15.8,28.7571428571429,33.9428571428571,23.5142857142857,-0.302154771659834
"01 Vientiane Capital",1,2022,11,13,166,989292,9.1,29.8,34.3857142857143,25.1857142857143,-0.455924168425334
"01 Vientiane Capital",1,2022,12,19,63,989292,54.7,28.8142857142857,32.9285714285714,24.6714285714286,0.590625755829412
"01 Vientiane Capital",1,2022,13,10,42,989292,51.7,28.5285714285714,32.5714285714286,24.4285714285714,0.521773787128442
"01 Vientiane Capital",1,2022,14,7,118,989292,0,26.1,30.2428571428571,21.9,-0.66477514015161
"01 Vientiane Capital",1,2022,15,20,127,989292,0,28.9714285714286,34.0714285714286,23.8428571428571,-0.66477514015161
"01 Vientiane Capital",1,2022,16,18,158,989292,14.6,28.8142857142857,32.3285714285714,25.2571428571429,-0.329695559140222
"01 Vientiane Capital",1,2022,17,34,154,989292,18.2,31.4571428571429,36.2428571428571,26.5857142857143,-0.247073196699058
"01 Vientiane Capital",1,2022,18,45,157,989292,2.9,28.0714285714286,31.7714285714286,24.2857142857143,-0.598218237074006
"01 Vientiane Capital",1,2022,19,76,168,989292,74.3,28.7,31.9714285714286,25.4142857142857,1.04045861800908
"01 Vientiane Capital",1,2022,20,79,187,989292,13.2,28.4285714285714,31.9142857142857,24.8857142857143,-0.361826477867341
"01 Vientiane Capital",1,2022,21,174,213,989292,43.6,28.8857142857143,32.2428571428571,25.4857142857143,0.335873471635823
"01 Vientiane Capital",1,2022,22,202,246,989292,22.3,29.6,33.7,25.4571428571429,-0.152975506141065
"01 Vientiane Capital",1,2022,23,426,266,989292,11.5,29.9,34,25.7714285714286,-0.400842593464558
"01 Vientiane Capital",1,2022,24,527,194,989292,88.6,29.5857142857143,33.8571428571429,25.2714285714286,1.36865300215037
"01 Vientiane Capital",1,2022,25,722,106,989292,28.1,29.9428571428571,34.2142857142857,25.6285714285714,-0.0198616999858564
"01 Vientiane Capital",1,2022,26,981,118,989292,12.3,29.8142857142857,33.8571428571429,25.7285714285714,-0.382482068477632
"01 Vientiane Capital",1,2022,27,949,159,989292,53.5,29.7428571428571,33.3142857142857,26.1285714285714,0.563084968349024
"01 Vientiane Capital",1,2022,28,1023,137,989292,126.5,29.0428571428571,32.5714285714286,25.4714285714286,2.23848287340596
"01 Vientiane Capital",1,2022,29,934,105,989292,31.1,29.9857142857143,33.6714285714286,26.2571428571429,0.0489902687151138
"01 Vientiane Capital",1,2022,30,1057,82,989292,33.9,30.5285714285714,34.6714285714286,26.3571428571429,0.113252106169352
"01 Vientiane Capital",1,2022,31,971,135,989292,150.1,29.4428571428571,33.3571428571429,25.4857142857143,2.78011836052026
"01 Vientiane Capital",1,2022,32,937,105,989292,253.3,28.4714285714286,31.7714285714286,25.1571428571429,5.14862608383364
"01 Vientiane Capital",1,2022,33,905,107,989292,22.6,29,32.4142857142857,25.5714285714286,-0.146090309270968
"01 Vientiane Capital",1,2022,34,806,166,989292,256.9,28.9142857142857,32.3428571428571,25.4714285714286,5.2312484462748
"01 Vientiane Capital",1,2022,35,714,159,989292,91.8,29.6571428571429,33.6285714285714,25.6714285714286,1.44209510209808
"01 Vientiane Capital",1,2022,36,753,127,989292,114.7,29.3857142857143,33.6285714285714,25.1,1.96766512984882
"01 Vientiane Capital",1,2022,37,629,164,989292,33.5,28.9142857142857,32.7,25.0571428571429,0.10407184367589
"01 Vientiane Capital",1,2022,38,598,110,989292,19.4,29.3,33.6857142857143,24.8428571428571,-0.21953240921867
"01 Vientiane Capital",1,2022,39,409,104,989292,53.8,27.9285714285714,31.2571428571429,24.5571428571429,0.569970165219121
"01 Vientiane Capital",1,2022,40,375,105,989292,167.5,27.8428571428571,31.1285714285714,24.5285714285714,3.17945977898589
"01 Vientiane Capital",1,2022,41,312,107,989292,1.3,28.9571428571429,33.2285714285714,24.6428571428571,-0.634939287047856
"01 Vientiane Capital",1,2022,42,245,111,989292,0,26.5142857142857,31.0142857142857,21.9714285714286,-0.66477514015161
"01 Vientiane Capital",1,2022,43,165,104,989292,1.3,29.0714285714286,33.9142857142857,24.2,-0.634939287047856
"01 Vientiane Capital",1,2022,44,143,87,989292,0,27.0142857142857,32.3857142857143,21.6142857142857,-0.66477514015161
"01 Vientiane Capital",1,2022,45,138,141,989292,0,26.3,31.8428571428571,20.7142857142857,-0.66477514015161
"01 Vientiane Capital",1,2022,46,86,133,989292,0,29.8285714285714,34.2,25.4,-0.66477514015161
"01 Vientiane Capital",1,2022,47,83,134,989292,8.5,28.9,33.3,24.4571428571429,-0.469694562165528
"01 Vientiane Capital",1,2022,48,91,125,989292,4.8,29.0428571428571,33.5571428571429,24.4857142857143,-0.554611990230058
"01 Vientiane Capital",1,2022,49,82,147,989292,0,26.5857142857143,31.4857142857143,21.6571428571429,-0.66477514015161
"01 Vientiane Capital",1,2022,50,62,160,989292,0,24.9285714285714,29.6714285714286,20.1285714285714,-0.66477514015161
"01 Vientiane Capital",1,2022,51,44,143,989292,0,21.9857142857143,27.5,16.4571428571429,-0.66477514015161
"01 Vientiane Capital",1,2022,52,27,192,989292,0,23.0571428571429,28.4857142857143,17.6,-0.66477514015161
"01 Vientiane Capital",1,2022,53,4,46,989292,0,22.5,28.25,16.7,-0.66477514015161
"01 Vientiane Capital",1,2023,1,11,167,1009287,0,23.2,28.45,17.9,-0.66477514015161
"01 Vientiane Capital",1,2023,2,9,186,1009287,2.1,24.3571428571429,28.2428571428571,20.4571428571429,-0.616578762060931
"01 Vientiane Capital",1,2023,3,15,187,1009287,0,23.8,29.9428571428571,17.6,-0.66477514015161
"01 Vientiane Capital",1,2023,4,17,163,1009287,0,22.8571428571429,29.3571428571429,16.3142857142857,-0.66477514015161
"01 Vientiane Capital",1,2023,5,14,161,1009287,0,22.3571428571429,28.8142857142857,15.8857142857143,-0.66477514015161
"01 Vientiane Capital",1,2023,6,7,201,1009287,8.5,28.2142857142857,33.6428571428571,22.7285714285714,-0.469694562165528
"01 Vientiane Capital",1,2023,7,16,252,1009287,0,27.8,33.8714285714286,21.7,-0.66477514015161
"01 Vientiane Capital",1,2023,8,6,186,1009287,0,26.0714285714286,31.4285714285714,20.6857142857143,-0.66477514015161
"01 Vientiane Capital",1,2023,9,5,166,1009287,0,24.2142857142857,30.3428571428571,18.0428571428571,-0.66477514015161
"01 Vientiane Capital",1,2023,10,7,207,1009287,0,26.0142857142857,31.3,20.6428571428571,-0.66477514015161
"01 Vientiane Capital",1,2023,11,16,211,1009287,0,27.6714285714286,32.7857142857143,22.5285714285714,-0.66477514015161
"01 Vientiane Capital",1,2023,12,9,199,1009287,0,31.7,38.2714285714286,25.1,-0.66477514015161
"01 Vientiane Capital",1,2023,13,8,152,1009287,3.5,31.0857142857143,37.2142857142857,24.9,-0.584447843333812
"01 Vientiane Capital",1,2023,14,15,140,1009287,0,31.7285714285714,38.3428571428571,25.0571428571429,-0.66477514015161
"01 Vientiane Capital",1,2023,15,13,132,1009287,0,32.8857142857143,38.0428571428571,27.7,-0.66477514015161
"01 Vientiane Capital",1,2023,16,23,143,1009287,8.1,33.4714285714286,39.0285714285714,27.8428571428571,-0.478874824658991
"01 Vientiane Capital",1,2023,17,33,160,1009287,1.5,31.8571428571429,37.4714285714286,26.2,-0.630349155801125
"01 Vientiane Capital",1,2023,18,23,185,1009287,0,32.1571428571429,37.1714285714286,27.1285714285714,-0.66477514015161
"01 Vientiane Capital",1,2023,19,26,162,1009287,7,32.7285714285714,38.0142857142857,27.4,-0.504120546516013
"01 Vientiane Capital",1,2023,20,24,117,1009287,117.3,30.2714285714286,34.4142857142857,26.0714285714286,2.02733683605632
"01 Vientiane Capital",1,2023,21,28,153,1009287,2.2,32.2571428571429,37.6857142857143,26.8,-0.614283696437565
"01 Vientiane Capital",1,2023,22,31,126,1009287,10.7,30.8142857142857,35.4428571428571,26.1,-0.419203118451483
"01 Vientiane Capital",1,2023,23,46,167,1009287,41.5,29.8857142857143,34.5571428571429,25.1428571428571,0.287677093545144
"01 Vientiane Capital",1,2023,24,58,156,1009287,60.8,29.5285714285714,33.2285714285714,25.7714285714286,0.730624758854718
"01 Vientiane Capital",1,2023,25,82,188,1009287,40.2,29.3571428571429,33.1571428571429,25.4714285714286,0.25784124044139
"01 Vientiane Capital",1,2023,26,115,169,1009287,116.4,29.3857142857143,33.4285714285714,25.3,2.00668124544603
"01 Vientiane Capital",1,2023,27,201,188,1009287,101.8,29.3,33.4857142857143,25.0571428571429,1.67160166443464
"01 Vientiane Capital",1,2023,28,243,162,1009287,27.8,30.4714285714286,34.7571428571429,26.1428571428571,-0.0267468968559534
"01 Vientiane Capital",1,2023,29,297,128,1009287,55.3,29.7428571428571,33.8571428571429,25.5571428571429,0.604396149569606
"01 Vientiane Capital",1,2023,30,349,94,1009287,27.4,30.1571428571429,34.7571428571429,25.5142857142857,-0.0359271593494161
"01 Vientiane Capital",1,2023,31,328,104,1009287,149.7,27.6428571428571,29.9857142857143,25.2428571428571,2.7709380980268
"01 Vientiane Capital",1,2023,32,300,75,1009287,61.5,27.0285714285714,29.3571428571429,24.6714285714286,0.746690218218278
"01 Vientiane Capital",1,2023,33,311,121,1009287,136,28.7857142857143,32.0714285714286,25.4857142857143,2.4565141076257
"01 Vientiane Capital",1,2023,34,342,93,1009287,113.2,28.6285714285714,31.6857142857143,25.6,1.93323914549833
"01 Vientiane Capital",1,2023,35,350,82,1009287,22.3,28.3714285714286,31.4428571428571,25.2857142857143,-0.152975506141065
"01 Vientiane Capital",1,2023,36,344,110,1009287,199.3,29.3285714285714,33.8571428571429,24.7714285714286,3.90929064721617
"01 Vientiane Capital",1,2023,37,324,98,1009287,140,28.1,31.2571428571429,24.9142857142857,2.54831673256033
"01 Vientiane Capital",1,2023,38,315,114,1009287,31.6,28.4857142857143,32.4142857142857,24.5,0.0604655968319421
"01 Vientiane Capital",1,2023,39,276,69,1009287,81.8,28.7428571428571,32.4571428571429,25.0285714285714,1.21258853976151
"01 Vientiane Capital",1,2023,40,314,89,1009287,30.3,29.3285714285714,33.2428571428571,25.4,0.0306297437281884
"01 Vientiane Capital",1,2023,41,271,101,1009287,199.4,26.7142857142857,29.7142857142857,23.7,3.91158571283954
"01 Vientiane Capital",1,2023,42,264,74,1009287,7.2,27.6571428571429,31.9,23.4,-0.499530415269282
"01 Vientiane Capital",1,2023,43,254,90,1009287,21.8,27.1285714285714,31.0428571428571,23.2142857142857,-0.164450834257894
"01 Vientiane Capital",1,2023,44,218,101,1009287,11.4,27.6428571428571,31.6857142857143,23.6285714285714,-0.403137659087923
"01 Vientiane Capital",1,2023,45,199,105,1009287,1,30.0142857142857,35.3142857142857,24.6857142857143,-0.641824483917953
"01 Vientiane Capital",1,2023,46,166,96,1009287,0,28.6571428571429,33.8142857142857,23.4857142857143,-0.66477514015161
"01 Vientiane Capital",1,2023,47,194,92,1009287,0,24.8857142857143,30.9857142857143,18.7571428571429,-0.66477514015161
"01 Vientiane Capital",1,2023,48,119,111,1009287,0,26.4571428571429,31.9571428571429,20.9428571428571,-0.66477514015161
"01 Vientiane Capital",1,2023,49,113,162,1009287,0.5,25.5142857142857,30.0571428571429,20.9285714285714,-0.653299812034782
"01 Vientiane Capital",1,2023,50,92,146,1009287,0,26.8714285714286,32.0428571428571,21.6714285714286,-0.66477514015161
"01 Vientiane Capital",1,2023,51,68,111,1009287,0.8,23.6,28.2714285714286,18.9285714285714,-0.646414615164685
"01 Vientiane Capital",1,2023,52,65,109,1009287,0,20.4857142857143,26.5714285714286,14.4,-0.66477514015161
"01 Vientiane Capital",1,2023,53,15,30,1009287,0,26,32.15,19.85,-0.66477514015161
