,time_period,rainfall,mean_temperature,disease_cases,population,parent,location
154,2017-12-11/2017-12-17,2.9,19.2285714285714,2,258747,-,9
155,2017-12-18/2017-12-24,0.0,12.7857142857143,5,258747,-,9
156,2017-12-25/2017-12-31,21.3,14.2285714285714,1,258747,-,9
157,2018-01-01/2018-01-07,0.5,17.0666666666667,0,261699,-,9
158,2018-01-08/2018-01-14,1.7,14.2571428571429,0,261699,-,9
159,2018-01-15/2018-01-21,0.0,16.7,3,261699,-,9
160,2018-01-22/2018-01-28,1.3,18.1,1,261699,-,9
161,2018-01-29/2018-02-04,0.1,14.5142857142857,0,261699,-,9
162,2018-02-05/2018-02-11,0.0,13.3857142857143,4,261699,-,9
163,2018-02-12/2018-02-18,0.0,18.7571428571429,2,261699,-,9
164,2018-02-19/2018-02-25,25.3,20.5571428571429,2,261699,-,9
165,2018-02-26/2018-03-04,24.4,20.5,4,261699,-,9
166,2018-03-05/2018-03-11,10.3,19.4142857142857,0,261699,-,9
167,2018-03-12/2018-03-18,16.5,19.6285714285714,1,261699,-,9
168,2018-03-19/2018-03-25,6.2,20.3428571428571,0,261699,-,9
169,2018-03-26/2018-04-01,46.3,19.4142857142857,1,261699,-,9
170,2018-04-02/2018-04-08,37.5,21.2857142857143,1,261699,-,9
171,2018-04-09/2018-04-15,0.0,22.2428571428571,1,261699,-,9
172,2018-04-16/2018-04-22,83.0,21.3285714285714,0,261699,-,9
173,2018-04-23/2018-04-29,43.0,23.5714285714286,0,261699,-,9
174,2018-04-30/2018-05-06,28.0,22.5714285714286,1,261699,-,9
175,2018-05-07/2018-05-13,74.4,24.4428571428571,2,261699,-,9
176,2018-05-14/2018-05-20,123.9,23.1285714285714,2,261699,-,9
177,2018-05-21/2018-05-27,2.0,23.7714285714286,0,261699,-,9
178,2018-05-28/2018-06-03,17.4,24.7142857142857,0,261699,-,9
179,2018-06-04/2018-06-10,75.0,24.2714285714286,0,261699,-,9
180,2018-06-11/2018-06-17,19.7,24.1857142857143,0,261699,-,9
181,2018-06-18/2018-06-24,5.7,24.5714285714286,0,261699,-,9
182,2018-06-25/2018-07-01,57.9,22.8,0,261699,-,9
183,2018-07-02/2018-07-08,36.1,24.7714285714286,0,261699,-,9
184,2018-07-09/2018-07-15,60.2,24.3714285714286,2,261699,-,9
185,2018-07-16/2018-07-22,468.7,22.2571428571429,1,261699,-,9
186,2018-07-23/2018-07-29,180.0,23.1285714285714,0,261699,-,9
187,2018-07-30/2018-08-05,61.2,23.1857142857143,0,261699,-,9
188,2018-08-06/2018-08-12,37.7,24.1142857142857,0,261699,-,9
189,2018-08-13/2018-08-19,235.7,22.6571428571429,0,261699,-,9
190,2018-08-20/2018-08-26,206.9,24.0428571428571,0,261699,-,9
191,2018-08-27/2018-09-02,142.3,22.9285714285714,0,261699,-,9
192,2018-09-03/2018-09-09,77.9,23.8428571428571,0,261699,-,9
193,2018-09-10/2018-09-16,22.8,23.7857142857143,0,261699,-,9
194,2018-09-17/2018-09-23,50.7,23.0428571428571,0,261699,-,9
195,2018-09-24/2018-09-30,1.8,23.4285714285714,0,261699,-,9
196,2018-10-01/2018-10-07,0.0,21.4142857142857,0,261699,-,9
197,2018-10-08/2018-10-14,27.7,21.6142857142857,0,261699,-,9
198,2018-10-15/2018-10-21,13.1,23.1142857142857,0,261699,-,9
199,2018-10-22/2018-10-28,19.4,22.9,2,261699,-,9
200,2018-10-29/2018-11-04,0.0,18.6142857142857,0,261699,-,9
201,2018-11-05/2018-11-11,1.5,19.3428571428571,0,261699,-,9
202,2018-11-12/2018-11-18,39.8,21.8571428571429,0,261699,-,9
203,2018-11-19/2018-11-25,39.6,20.7285714285714,0,261699,-,9
204,2018-11-26/2018-12-02,8.5,18.1285714285714,0,261699,-,9
205,2018-12-03/2018-12-09,18.3,19.9428571428571,0,261699,-,9
206,2018-12-10/2018-12-16,31.7,15.5571428571429,0,261699,-,9
207,2018-12-17/2018-12-23,0.0,17.7428571428571,0,261699,-,9
208,2018-12-24/2018-12-30,5.0,16.9571428571429,0,261699,-,9
209,2018-12-31/2019-01-06,0.0,15.7833333333333,1,264504,-,9
210,2019-01-07/2019-01-13,44.7,19.3,1,264504,-,9
211,2019-01-14/2019-01-20,0.0,17.8142857142857,0,264504,-,9
212,2019-01-21/2019-01-27,0.0,16.2571428571429,0,264504,-,9
213,2019-01-28/2019-02-03,0.0,18.3571428571429,0,264504,-,9
214,2019-02-04/2019-02-10,0.0,18.8571428571429,0,264504,-,9
215,2019-02-11/2019-02-17,4.2,20.8428571428571,0,264504,-,9
216,2019-02-18/2019-02-24,0.0,20.4,0,264504,-,9
217,2019-02-25/2019-03-03,0.3,21.8428571428571,0,264504,-,9
218,2019-03-04/2019-03-10,0.0,22.2714285714286,0,264504,-,9
219,2019-03-11/2019-03-17,0.0,21.3142857142857,1,264504,-,9
220,2019-03-18/2019-03-24,13.9,22.7857142857143,0,264504,-,9
221,2019-03-25/2019-03-31,15.4,22.8428571428571,0,264504,-,9
222,2019-04-01/2019-04-07,13.6,22.8,0,264504,-,9
223,2019-04-08/2019-04-14,0.0,24.8142857142857,0,264504,-,9
224,2019-04-15/2019-04-21,12.4,26.6,1,264504,-,9
225,2019-04-22/2019-04-28,42.6,25.1857142857143,0,264504,-,9
226,2019-04-29/2019-05-05,7.9,25.5714285714286,0,264504,-,9
227,2019-05-06/2019-05-12,64.5,26.4,0,264504,-,9
228,2019-05-13/2019-05-19,46.9,25.6142857142857,0,264504,-,9
229,2019-05-20/2019-05-26,74.7,25.0285714285714,0,264504,-,9
230,2019-05-27/2019-06-02,36.9,24.3857142857143,0,264504,-,9
231,2019-06-03/2019-06-09,40.2,25.1571428571429,1,264504,-,9
232,2019-06-10/2019-06-16,2.9,25.2857142857143,0,264504,-,9
233,2019-06-17/2019-06-23,15.2,25.8142857142857,0,264504,-,9
234,2019-06-24/2019-06-30,31.3,25.3714285714286,0,264504,-,9
235,2019-07-01/2019-07-07,73.8,24.0142857142857,1,264504,-,9
236,2019-07-08/2019-07-14,15.8,24.9571428571429,0,264504,-,9
237,2019-07-15/2019-07-21,25.2,25.5428571428571,0,264504,-,9
238,2019-07-22/2019-07-28,75.0,23.6428571428571,1,264504,-,9
239,2019-07-29/2019-08-04,190.7,23.4428571428571,0,264504,-,9
240,2019-08-05/2019-08-11,75.5,24.2571428571429,0,264504,-,9
241,2019-08-12/2019-08-18,102.2,23.8142857142857,0,264504,-,9
242,2019-08-19/2019-08-25,92.9,23.9142857142857,0,264504,-,9
243,2019-08-26/2019-09-01,49.7,23.5142857142857,0,264504,-,9
244,2019-09-02/2019-09-08,24.2,24.1428571428571,0,264504,-,9
245,2019-09-09/2019-09-15,20.5,23.6714285714286,0,264504,-,9
246,2019-09-16/2019-09-22,0.0,23.0428571428571,0,264504,-,9
247,2019-09-23/2019-09-29,0.0,20.6571428571429,0,264504,-,9
248,2019-09-30/2019-10-06,16.7,22.5285714285714,0,264504,-,9
249,2019-10-07/2019-10-13,16.6,22.7,0,264504,-,9
250,2019-10-14/2019-10-20,0.5,21.1,0,264504,-,9
251,2019-10-21/2019-10-27,0.0,23.0,0,264504,-,9
252,2019-10-28/2019-11-03,0.0,20.3285714285714,0,264504,-,9
253,2019-11-04/2019-11-10,0.0,18.5142857142857,0,264504,-,9
254,2019-11-11/2019-11-17,0.0,19.0714285714286,0,264504,-,9
255,2019-11-18/2019-11-24,0.0,18.9428571428571,0,264504,-,9
256,2019-11-25/2019-12-01,0.0,18.4,0,264504,-,9
257,2019-12-02/2019-12-08,0.0,12.9142857142857,0,264504,-,9
258,2019-12-09/2019-12-15,0.0,12.7285714285714,0,264504,-,9
259,2019-12-16/2019-12-22,0.0,18.2571428571429,0,264504,-,9
260,2019-12-23/2019-12-29,0.0,17.4428571428571,0,264504,-,9
261,2019-12-30/2020-01-05,0.0,18.3,0,267164,-,9
262,2020-01-06/2020-01-12,0.0,18.8428571428571,0,267164,-,9
263,2020-01-13/2020-01-19,0.0,18.9857142857143,0,267164,-,9
264,2020-01-20/2020-01-26,0.7,19.1428571428571,0,267164,-,9
265,2020-01-27/2020-02-02,0.0,17.6428571428571,0,267164,-,9
266,2020-02-03/2020-02-09,0.0,19.3571428571429,0,267164,-,9
267,2020-02-10/2020-02-16,0.0,18.8285714285714,0,267164,-,9
268,2020-02-17/2020-02-23,0.0,17.4142857142857,0,267164,-,9
269,2020-02-24/2020-03-01,5.6,20.8428571428571,0,267164,-,9
270,2020-03-02/2020-03-08,46.3,20.6714285714286,0,267164,-,9
271,2020-03-09/2020-03-15,1.6,23.2714285714286,0,267164,-,9
272,2020-03-16/2020-03-22,0.0,23.5428571428571,1,267164,-,9
273,2020-03-23/2020-03-29,0.8,23.0285714285714,1,267164,-,9
274,2020-03-30/2020-04-05,1.3,24.3,0,267164,-,9
275,2020-04-06/2020-04-12,36.7,21.6142857142857,0,267164,-,9
276,2020-04-13/2020-04-19,12.2,24.1571428571429,0,267164,-,9
277,2020-04-20/2020-04-26,102.8,21.6285714285714,0,267164,-,9
278,2020-04-27/2020-05-03,58.6,22.7571428571429,0,267164,-,9
279,2020-05-04/2020-05-10,10.0,26.3857142857143,0,267164,-,9
280,2020-05-11/2020-05-17,75.7,24.8857142857143,0,267164,-,9
281,2020-05-18/2020-05-24,30.9,25.8714285714286,0,267164,-,9
282,2020-05-25/2020-05-31,43.5,24.6428571428571,0,267164,-,9
283,2020-06-01/2020-06-07,35.6,24.8285714285714,0,267164,-,9
284,2020-06-08/2020-06-14,14.8,24.6428571428571,0,267164,-,9
285,2020-06-15/2020-06-21,54.9,24.6857142857143,0,267164,-,9
286,2020-06-22/2020-06-28,15.9,25.2,0,267164,-,9
287,2020-06-29/2020-07-05,67.1,24.8714285714286,0,267164,-,9
288,2020-07-06/2020-07-12,8.2,24.5571428571429,0,267164,-,9
289,2020-07-13/2020-07-19,29.8,24.7714285714286,0,267164,-,9
290,2020-07-20/2020-07-26,63.8,25.0714285714286,0,267164,-,9
291,2020-07-27/2020-08-02,119.7,23.7285714285714,0,267164,-,9
292,2020-08-03/2020-08-09,64.3,24.2714285714286,0,267164,-,9
293,2020-08-10/2020-08-16,101.8,22.9714285714286,0,267164,-,9
294,2020-08-17/2020-08-23,53.1,23.5714285714286,0,267164,-,9
295,2020-08-24/2020-08-30,6.3,24.1,1,267164,-,9
296,2020-08-31/2020-09-06,5.2,24.9285714285714,0,267164,-,9
297,2020-09-07/2020-09-13,25.4,24.8142857142857,1,267164,-,9
298,2020-09-14/2020-09-20,47.7,23.6,0,267164,-,9
299,2020-09-21/2020-09-27,64.7,23.3142857142857,0,267164,-,9
300,2020-09-28/2020-10-04,,,0,267164,-,9
301,2020-10-05/2020-10-11,0.0,20.5,1,267164,-,9
302,2020-10-12/2020-10-18,19.4,19.5714285714286,0,267164,-,9
303,2020-10-19/2020-10-25,0.0,18.4714285714286,1,267164,-,9
304,2020-10-26/2020-11-01,0.4,19.1714285714286,0,267164,-,9
305,2020-11-02/2020-11-08,0.0,19.4428571428571,0,267164,-,9
306,2020-11-09/2020-11-15,0.3,17.6,0,267164,-,9
307,2020-11-16/2020-11-22,0.0,20.9142857142857,0,267164,-,9
308,2020-11-23/2020-11-29,0.0,17.3142857142857,0,267164,-,9
309,2020-11-30/2020-12-06,0.0,15.1857142857143,0,267164,-,9
310,2020-12-07/2020-12-13,0.0,15.6428571428571,0,267164,-,9
311,2020-12-14/2020-12-20,0.0,14.3,0,267164,-,9
312,2020-12-21/2020-12-27,0.0,17.2714285714286,0,267164,-,9
313,2020-12-28/2021-01-03,,,0,267164,-,9
314,2021-01-04/2021-01-10,0.0,15.7333333333333,0,269714,-,9
315,2021-01-11/2021-01-17,0.2,15.2714285714286,0,269714,-,9
316,2021-01-18/2021-01-24,0.0,15.4142857142857,0,269714,-,9
317,2021-01-25/2021-01-31,0.0,18.4857142857143,0,269714,-,9
318,2021-02-01/2021-02-07,0.0,20.5,0,269714,-,9
319,2021-02-08/2021-02-14,61.8,19.7285714285714,0,269714,-,9
320,2021-02-15/2021-02-21,0.0,19.6428571428571,0,269714,-,9
321,2021-02-22/2021-02-28,0.2,19.3428571428571,0,269714,-,9
322,2021-03-01/2021-03-07,8.3,21.7714285714286,0,269714,-,9
323,2021-03-08/2021-03-14,5.6,20.2857142857143,0,269714,-,9
324,2021-03-15/2021-03-21,60.0,22.3857142857143,0,269714,-,9
325,2021-03-22/2021-03-28,0.4,22.7571428571429,0,269714,-,9
326,2021-03-29/2021-04-04,0.0,22.5285714285714,0,269714,-,9
327,2021-04-05/2021-04-11,24.4,23.2142857142857,0,269714,-,9
328,2021-04-12/2021-04-18,14.7,24.0,0,269714,-,9
329,2021-04-19/2021-04-25,22.5,24.5571428571429,0,269714,-,9
330,2021-04-26/2021-05-02,72.3,24.4857142857143,0,269714,-,9
331,2021-05-03/2021-05-09,45.3,24.7285714285714,0,269714,-,9
332,2021-05-10/2021-05-16,33.2,23.1285714285714,0,269714,-,9
333,2021-05-17/2021-05-23,15.4,24.0142857142857,0,269714,-,9
334,2021-05-24/2021-05-30,28.0,25.0571428571429,0,269714,-,9
335,2021-05-31/2021-06-06,1.0,24.6142857142857,0,269714,-,9
336,2021-06-07/2021-06-13,34.3,24.8142857142857,0,269714,-,9
337,2021-06-14/2021-06-20,212.9,25.1,0,269714,-,9
338,2021-06-21/2021-06-27,50.1,24.1142857142857,0,269714,-,9
339,2021-06-28/2021-07-04,37.8,24.6285714285714,0,269714,-,9
340,2021-07-05/2021-07-11,30.6,24.2428571428571,1,269714,-,9
341,2021-07-12/2021-07-18,23.6,24.3,0,269714,-,9
342,2021-07-19/2021-07-25,47.8,24.2571428571429,1,269714,-,9
343,2021-07-26/2021-08-01,90.6,24.7,0,269714,-,9
344,2021-08-02/2021-08-08,67.2,24.7428571428571,1,269714,-,9
345,2021-08-09/2021-08-15,21.0,23.8714285714286,0,269714,-,9
346,2021-08-16/2021-08-22,42.3,24.2142857142857,0,269714,-,9
347,2021-08-23/2021-08-29,18.4,23.2285714285714,0,269714,-,9
348,2021-08-30/2021-09-05,88.1,23.3285714285714,0,269714,-,9
349,2021-09-06/2021-09-12,47.9,23.9,0,269714,-,9
350,2021-09-13/2021-09-19,25.4,21.6428571428571,0,269714,-,9
351,2021-09-20/2021-09-26,13.7,21.5571428571429,0,269714,-,9
352,2021-09-27/2021-10-03,6.5,20.9285714285714,0,269714,-,9
353,2021-10-04/2021-10-10,45.1,22.9142857142857,0,269714,-,9
354,2021-10-11/2021-10-17,24.6,20.7,0,269714,-,9
355,2021-10-18/2021-10-24,9.2,20.7857142857143,0,269714,-,9
356,2021-10-25/2021-10-31,2.0,19.0428571428571,0,269714,-,9
357,2021-11-01/2021-11-07,36.6,18.9571428571429,0,269714,-,9
358,2021-11-08/2021-11-14,0.0,18.7,0,269714,-,9
359,2021-11-15/2021-11-21,2.5,18.1571428571429,0,269714,-,9
360,2021-11-22/2021-11-28,0.0,18.0142857142857,0,269714,-,9
361,2021-11-29/2021-12-05,0.0,16.3428571428571,0,269714,-,9
362,2021-12-06/2021-12-12,0.0,13.0857142857143,0,269714,-,9
363,2021-12-13/2021-12-19,0.0,13.8571428571429,0,269714,-,9
364,2021-12-20/2021-12-26,0.0,15.1571428571429,0,269714,-,9
365,2021-12-27/2022-01-02,4.4,17.5571428571429,0,269714,-,9
366,2022-01-03/2022-01-09,0.0,16.0666666666667,0,272115,-,9
367,2022-01-10/2022-01-16,0.0,17.9,0,272115,-,9
368,2022-01-17/2022-01-23,3.0,16.8285714285714,0,272115,-,9
369,2022-01-24/2022-01-30,19.8,16.0,0,272115,-,9
370,2022-01-31/2022-02-06,0.0,18.5428571428571,0,272115,-,9
371,2022-02-07/2022-02-13,26.0,16.5571428571429,0,272115,-,9
372,2022-02-14/2022-02-20,4.5,20.1285714285714,0,272115,-,9
373,2022-02-21/2022-02-27,111.5,15.2428571428571,0,272115,-,9
374,2022-02-28/2022-03-06,0.0,19.0428571428571,0,272115,-,9
375,2022-03-07/2022-03-13,4.2,22.2142857142857,0,272115,-,9
376,2022-03-14/2022-03-20,38.9,23.0142857142857,0,272115,-,9
377,2022-03-21/2022-03-27,11.4,22.5,0,272115,-,9
378,2022-03-28/2022-04-03,9.4,22.5857142857143,0,272115,-,9
379,2022-04-04/2022-04-10,0.0,19.7857142857143,0,272115,-,9
380,2022-04-11/2022-04-17,3.7,21.5285714285714,0,272115,-,9
381,2022-04-18/2022-04-24,68.3,21.4857142857143,0,272115,-,9
382,2022-04-25/2022-05-01,0.0,23.6142857142857,0,272115,-,9
383,2022-05-02/2022-05-08,8.0,22.6,0,272115,-,9
384,2022-05-09/2022-05-15,72.6,22.7857142857143,0,272115,-,9
385,2022-05-16/2022-05-22,50.7,22.7857142857143,0,272115,-,9
386,2022-05-23/2022-05-29,36.0,23.6142857142857,0,272115,-,9
387,2022-05-30/2022-06-05,63.7,24.0714285714286,0,272115,-,9
388,2022-06-06/2022-06-12,46.4,24.0,1,272115,-,9
389,2022-06-13/2022-06-19,6.4,24.6571428571429,0,272115,-,9
390,2022-06-20/2022-06-26,33.4,25.3714285714286,5,272115,-,9
391,2022-06-27/2022-07-03,78.9,24.6142857142857,6,272115,-,9
392,2022-07-04/2022-07-10,82.4,24.4142857142857,3,272115,-,9
393,2022-07-11/2022-07-17,31.4,23.9,8,272115,-,9
394,2022-07-18/2022-07-24,44.2,24.9714285714286,5,272115,-,9
395,2022-07-25/2022-07-31,38.2,24.6714285714286,7,272115,-,9
396,2022-08-01/2022-08-07,61.6,25.2142857142857,6,272115,-,9
397,2022-08-08/2022-08-14,53.3,23.5285714285714,9,272115,-,9
398,2022-08-15/2022-08-21,33.9,23.5285714285714,6,272115,-,9
399,2022-08-22/2022-08-28,25.7,24.7428571428571,15,272115,-,9
400,2022-08-29/2022-09-04,25.0,24.2285714285714,8,272115,-,9
401,2022-09-05/2022-09-11,33.1,23.6857142857143,3,272115,-,9
402,2022-09-12/2022-09-18,76.0,22.8,0,272115,-,9
403,2022-09-19/2022-09-25,22.9,23.7571428571429,5,272115,-,9
404,2022-09-26/2022-10-02,11.3,21.5428571428571,1,272115,-,9
405,2022-10-03/2022-10-09,62.9,22.5571428571429,3,272115,-,9
406,2022-10-10/2022-10-16,0.0,21.4714285714286,0,272115,-,9
407,2022-10-17/2022-10-23,0.0,18.3142857142857,2,272115,-,9
408,2022-10-24/2022-10-30,0.0,21.2,1,272115,-,9
409,2022-10-31/2022-11-06,0.0,18.5,0,272115,-,9
410,2022-11-07/2022-11-13,0.0,17.7,0,272115,-,9
411,2022-11-14/2022-11-20,11.4,21.2285714285714,1,272115,-,9
412,2022-11-21/2022-11-27,36.6,20.9714285714286,0,272115,-,9
413,2022-11-28/2022-12-04,7.8,22.0714285714286,0,272115,-,9
414,2022-12-05/2022-12-11,2.2,18.7285714285714,2,272115,-,9
415,2022-12-12/2022-12-18,0.0,17.2714285714286,1,272115,-,9
416,2022-12-19/2022-12-25,0.0,14.0285714285714,0,272115,-,9
417,2022-12-26/2023-01-01,0.0,16.0285714285714,1,272115,-,9
418,2023-01-02/2023-01-08,0.0,15.1166666666667,0,274365,-,9
419,2023-01-09/2023-01-15,6.0,17.4142857142857,0,274365,-,9
420,2023-01-16/2023-01-22,0.0,15.9142857142857,0,274365,-,9
421,2023-01-23/2023-01-29,0.0,15.7285714285714,1,274365,-,9
422,2023-01-30/2023-02-05,0.0,15.5285714285714,0,274365,-,9
423,2023-02-06/2023-02-12,0.0,21.1571428571429,0,274365,-,9
424,2023-02-13/2023-02-19,0.0,18.9857142857143,0,274365,-,9
425,2023-02-20/2023-02-26,0.0,19.0142857142857,0,274365,-,9
426,2023-02-27/2023-03-05,0.0,17.0428571428571,0,274365,-,9
427,2023-03-06/2023-03-12,0.0,20.0285714285714,0,274365,-,9
428,2023-03-13/2023-03-19,2.4,20.1857142857143,0,274365,-,9
429,2023-03-20/2023-03-26,0.0,23.3142857142857,0,274365,-,9
430,2023-03-27/2023-04-02,0.0,23.0285714285714,0,274365,-,9
431,2023-04-03/2023-04-09,0.0,24.3,0,274365,-,9
432,2023-04-10/2023-04-16,3.7,25.3571428571429,0,274365,-,9
433,2023-04-17/2023-04-23,21.7,26.4142857142857,0,274365,-,9
434,2023-04-24/2023-04-30,34.2,25.9428571428571,0,274365,-,9
435,2023-05-01/2023-05-07,13.9,25.0,0,274365,-,9
436,2023-05-08/2023-05-14,10.4,25.7428571428571,1,274365,-,9
437,2023-05-15/2023-05-21,51.8,23.5571428571429,0,274365,-,9
438,2023-05-22/2023-05-28,70.7,25.9571428571429,0,274365,-,9
439,2023-05-29/2023-06-04,43.3,26.7285714285714,0,274365,-,9
440,2023-06-05/2023-06-11,67.8,25.1428571428571,0,274365,-,9
441,2023-06-12/2023-06-18,23.8,25.2857142857143,1,274365,-,9
442,2023-06-19/2023-06-25,13.3,24.8857142857143,0,274365,-,9
443,2023-06-26/2023-07-02,106.6,24.5142857142857,0,274365,-,9
444,2023-07-03/2023-07-09,72.8,25.0571428571429,0,274365,-,9
445,2023-07-10/2023-07-16,7.4,24.9285714285714,2,274365,-,9
446,2023-07-17/2023-07-23,25.5,24.7,13,274365,-,9
447,2023-07-24/2023-07-30,40.0,25.7285714285714,10,274365,-,9
448,2023-07-31/2023-08-06,134.2,23.5714285714286,10,274365,-,9
449,2023-08-07/2023-08-13,231.9,21.4571428571429,6,274365,-,9
450,2023-08-14/2023-08-20,63.1,23.0857142857143,4,274365,-,9
451,2023-08-21/2023-08-27,31.6,23.3142857142857,3,274365,-,9
452,2023-08-28/2023-09-03,48.9,22.7,3,274365,-,9
453,2023-09-04/2023-09-10,9.0,23.9,5,274365,-,9
454,2023-09-11/2023-09-17,66.4,23.3571428571429,2,274365,-,9
455,2023-09-18/2023-09-24,28.0,23.9571428571429,1,274365,-,9
456,2023-09-25/2023-10-01,40.5,23.1428571428571,0,274365,-,9
457,2023-10-02/2023-10-08,37.1,24.2857142857143,3,274365,-,9
458,2023-10-09/2023-10-15,14.5,21.2857142857143,1,274365,-,9
459,2023-10-16/2023-10-22,7.1,20.8857142857143,0,274365,-,9
460,2023-10-23/2023-10-29,15.5,20.8857142857143,2,274365,-,9
461,2023-10-30/2023-11-05,21.4,20.7,2,274365,-,9
462,2023-11-06/2023-11-12,25.4,23.1428571428571,6,274365,-,9
463,2023-11-13/2023-11-19,1.2,21.2,0,274365,-,9
464,2023-11-20/2023-11-26,0.0,16.6857142857143,2,274365,-,9
465,2023-11-27/2023-12-03,0.0,17.6,0,274365,-,9
466,2023-12-04/2023-12-10,4.8,19.2,0,274365,-,9
467,2023-12-11/2023-12-17,1.1,20.2571428571429,0,274365,-,9
468,2023-12-18/2023-12-24,1.4,15.9285714285714,0,274365,-,9
469,2023-12-25/2023-12-31,0.0,13.4428571428571,0,274365,-,9
